,sample_id,drug_id,value
435,5,15,0.09699946241847995
436,5,16,0.4829658814760392
437,5,17,-0.0016940543043202569
438,5,18,-0.29541286584294746
439,5,19,0.07983137982286775
440,5,20,0.3200250838315214
441,5,21,0.4403885384449263
442,5,22,-0.10141227798250384
443,5,23,-0.07759865461991605
444,5,24,-0.5399295444377731
445,5,25,-0.09856631218735348
446,5,26,-0.13527067814355453
447,5,27,0.3141013720249175
448,5,28,-0.09936449522965814
449,5,29,0.30935297721963023
450,5,30,-0.09898351615246828
451,5,31,-0.17817618638603774
452,5,32,-0.23248931378232668
453,5,33,0.16442131715364006
454,5,34,0.42478760278115163
455,5,35,-0.15561323887231437
456,5,36,-0.3394695787048849
457,5,37,0.028682602953328452
458,5,38,0.17593378090479656
459,5,39,-0.05777800232091092
460,5,40,-0.049381286818223735
461,5,41,0.2078202417276464
462,5,42,0.048449823082931394
463,5,43,-0.29938721301109494
464,5,44,-0.06415166944807657
465,5,45,0.23151288906333545
466,5,46,0.17138471517417447
467,5,47,0.016152533806884653
468,5,48,0.34370804446025777
469,5,49,-0.06689992409122437
470,5,50,0.391075225779741
471,5,51,0.41569693712362055
472,5,52,-0.10301203632773212
473,5,53,-0.18295080994074878
474,5,54,0.29824525314963646
475,5,55,-0.1224681880366073
476,5,56,0.24864373646202234
477,5,57,0.4795807434326599
478,5,58,-0.007621370541728262
479,5,59,0.03987979676190301
480,5,60,-0.4695666735682299
481,5,61,0.23810188628588358
482,5,62,-0.39383351156201657
483,5,63,0.5348556672920317
484,5,64,0.15822495516808022
485,5,65,-0.43588461283959024
486,5,66,-0.05033213056019479
487,5,67,-0.03325180166588291
488,5,68,-0.02097757539752889
489,5,69,0.07540976116260947
490,5,70,-0.09325978516272222
491,5,71,0.19515111794377193
492,5,72,-0.6286541135226379
493,5,73,-0.26530062277528454
494,5,74,0.23324660596247393
495,5,75,0.42061108545479786
496,5,76,-0.05336984676907273
497,5,77,-0.034310205615612745
498,5,78,-0.3065684141113351
499,5,79,0.33010030073916935
500,5,80,-0.19113899649365515
501,5,81,-0.018046666737292202
502,5,82,-0.06813052340944692
503,5,83,0.11253113642285825
504,6,0,0.06637347279566215
505,6,1,-0.21049308124561775
506,6,2,-0.17413651442101424
507,6,3,-0.13573665457517928
508,6,4,0.38267824937817607
509,6,5,0.08482405310819532
510,6,6,0.026825674879710094
511,6,7,0.31339070458018964
512,6,8,0.32991126393749265
513,6,9,-0.06770052985919596
514,6,10,-0.07918948952979249
515,6,11,-0.20893645602909772
516,6,12,-0.1004152203091485
517,6,13,-0.19486923993096986
518,6,14,0.05527610319937515
519,6,15,0.23536270159600353
520,6,16,-0.4779404213553791
521,6,17,-0.2650049113855362
522,6,18,0.20006601131268892
523,6,19,-0.31756083374136207
524,6,20,-0.0897662704317029
525,6,21,0.21043378288630976
526,6,22,0.06409472532715993
527,6,23,0.000961692798173916
528,6,24,0.43216971847649055
529,6,25,-0.09699963560483409
530,6,26,0.22778729080791751
531,6,27,-0.1050897103106613
532,6,28,-0.11261943348962172
533,6,29,-0.05696088681644969
534,6,30,0.20784799587419628
535,6,31,0.17900595389684923
536,6,32,-0.1581416937400527
537,6,33,0.016814537683090408
538,6,34,0.04371838669579953
539,6,35,0.19291159403448277
540,6,36,0.28134554730234085
541,6,37,-0.034069697052982094
542,6,38,-0.17016791901578085
543,6,39,0.22407637514574788
544,6,40,0.01699382420145039
545,6,41,0.16028247859008524
546,6,42,-0.24292834266994853
547,6,43,0.08945391913501571
548,6,44,-0.16392350228914845
549,6,45,-0.4103644173248139
550,6,46,0.08843418938233799
551,6,47,-0.31332871956784664
552,6,48,-0.46876925902193173
553,6,49,-0.46978634840173256
554,6,50,-0.04080850432208569
555,6,51,-0.32807294240128254
556,6,52,0.5628566237792478
557,6,53,0.7630324774289852
558,6,54,-0.16346544233217397
559,6,55,0.2938589724082714
560,6,56,-0.11892847252886597
561,6,57,0.04037342532753682
562,6,58,0.16788638609189507
563,6,59,-0.4064338163379132
564,6,60,-0.42692901869169214
565,6,61,-0.3338671815409372
566,6,62,0.10420703053111235
567,6,63,-0.32123599715736295
568,6,64,-0.053324021764877744
569,6,65,0.3142659449446171
570,6,66,-0.12668983339468926
571,6,67,0.013484571480348576
572,6,68,-0.33294266905164027
573,6,69,-0.25955573955038114
574,6,70,-0.2791786551893197
575,6,71,-0.4695022697901417
576,6,72,0.01785278206144092
577,6,73,-0.15896070812997382
578,6,74,0.3294983497015025
579,6,75,-0.05495422593337468
580,6,76,0.1879629685232736
581,6,77,-0.07181407302223436
582,6,78,-0.021899118911061416
583,6,79,-0.25276673957012624
584,6,80,0.10890905836753523
585,6,81,0.3567485661550236
586,6,82,0.5115881950982211
587,6,83,0.22975108418272677
588,7,0,-0.32814212477863375
589,7,1,-0.062013252715276336
590,7,2,0.06915038953465832
591,7,3,-0.39225518366399853
592,7,4,-0.9628093564266589
593,7,5,-0.02193940189161139
594,7,6,-0.09383893306330839
595,7,7,-0.4867970407819381
596,7,8,-0.14944355361102513
597,7,9,0.06562103236831666
598,7,10,-0.3444202305825632
599,7,11,-0.03708596622672902
600,7,12,0.10877674655887781
601,7,13,0.0200544677705703
602,7,14,-0.6179492522555913
603,7,15,-0.242252033187998
604,7,16,-0.03617141007005198
605,7,17,0.11479613111189711
606,7,18,-0.04682134747125993
607,7,19,-0.0610734535384535
608,7,20,0.1599360314649648
609,7,21,0.7025955103830847
610,7,22,0.21768576582852667
611,7,23,0.04624400213152138
612,7,24,-0.46667113614831346
613,7,25,0.4841978033767577
614,7,26,0.03274349113284215
615,7,27,-0.18444008837701437
616,7,28,-0.0872429363163205
617,7,29,0.7400353457897598
618,7,30,-0.2020293876288847
619,7,31,-0.2632307762018815
620,7,32,0.4702136966896514
621,7,33,-0.20646360901187455
622,7,34,-0.6141002085332159
623,7,35,0.22076841042482684
624,7,36,-0.6086831437566249
625,7,37,-0.42081340463793315
626,7,38,-0.8096848135968961
627,7,39,-0.20941501408762145
628,7,40,0.07501715549488926
629,7,41,0.551947376524188
630,7,42,-0.0401925400427117
631,7,43,-0.518450329213085
632,7,44,0.031599002850391245
633,7,45,0.021538152143430647
634,7,46,0.24053878784801244
635,7,47,0.14922589361903477
636,7,48,0.3116020802910827
637,7,49,0.6247820166241376
638,7,50,0.3816814759819324
639,7,51,0.33623860284948026
640,7,52,-0.3865587027448144
641,7,53,0.09963403622909965
642,7,54,-0.027544822711839348
643,7,55,0.20947623928271641
644,7,56,0.12460997756514886
645,7,57,0.33295319665075684
646,7,58,0.023277367642456834
647,7,59,-0.32621128760299606
648,7,60,-0.271692746285955
649,7,61,-0.21216032310065797
650,7,62,-0.3094774105049702
651,7,63,0.33552733910750665
652,7,64,0.413833558545186
653,7,65,-0.24689638335300626
654,7,66,0.3181342153794186
655,7,67,0.11899981801456862
656,7,68,-0.10849506758353021
657,7,69,0.052976532855949804
658,7,70,0.3802157487256281
659,7,71,0.6523151034626177
660,7,72,0.15598414660132406
661,7,73,0.7402216974423085
662,7,74,0.32647144981759124
663,7,75,0.34628780967081524
664,7,76,-0.9627094923042029
665,7,77,-0.47573100236262467
666,7,78,0.49708002481304103
667,7,79,0.12459427686909436
668,7,80,-0.06002826638607228
669,7,81,-0.5410244078841938
670,7,82,-0.47569107047889236
671,7,83,-0.28463440337513435
672,8,0,0.04754076068124084
673,8,1,-0.10234450207136167
674,8,2,-0.06299225919971771
675,8,3,-0.0708313809849055
676,8,4,0.14121854260075106
677,8,5,0.059526619508072705
678,8,6,0.0014334825738944353
679,8,7,0.1304922225644357
680,8,8,0.149507030792423
681,8,9,-0.04802206786342522
682,8,10,0.007797045298298531
683,8,11,-0.08214267690271526
684,8,12,-0.022097420412768232
685,8,13,-0.05055491494631571
686,8,14,0.06252341553736186
687,8,15,0.10848117310587523
688,8,16,-0.19920820496151165
689,8,17,-0.10364285610867988
690,8,18,0.09139814274310006
691,8,19,-0.11476938437525788
692,8,20,0.009499234038617896
693,8,21,0.09577231024703706
694,8,22,0.03487524807530665
695,8,23,-0.007476715047229798
696,8,24,0.16144999994408102
697,8,25,-0.05284970943207223
698,8,26,0.08495775744687867
699,8,27,-0.03701882740337258
700,8,28,-0.07279622033478843
701,8,29,-0.010064701832375962
702,8,30,0.07318337093346108
703,8,31,0.053210984388322155
704,8,32,-0.0360564892693062
705,8,33,0.005396741755304933
706,8,34,0.029883043795787115
707,8,35,0.032595430663039326
708,8,36,0.11594249887360983
709,8,37,-0.005178200544457669
710,8,38,-0.07053925098540012
711,8,39,0.11876413157381904
712,8,40,-0.01723060398801034
713,8,41,0.057323321077523026
714,8,42,-0.12078807327210567
715,8,43,0.0339110883933333
716,8,44,-0.06690412119067828
717,8,45,-0.1848172826868857
718,8,46,0.03544086630042146
719,8,47,-0.1148018614433666
720,8,48,-0.19934165738477394
721,8,49,-0.20330106438160928
722,8,50,-0.010758433430857015
723,8,51,-0.08913190627537423
724,8,52,0.2559332415128623
725,8,53,0.29896781637992126
726,8,54,-0.08958599502781708
727,8,55,0.09820357325505571
728,8,56,-0.05893437695422041
729,8,57,0.028679491123107664
730,8,58,0.0836770759328597
731,8,59,-0.1750118943053661
732,8,60,-0.17901800408096266
733,8,61,-0.17594011979249982
734,8,62,0.02345247828859906
735,8,63,-0.12462144587101379
736,8,64,0.016208346089013337
737,8,65,0.139032780065168
738,8,66,-0.06494471105990664
739,8,67,-0.019333574622675428
740,8,68,-0.14185793392141965
741,8,69,-0.09095070800149926
742,8,70,-0.08586969725044186
743,8,71,-0.18280768152943835
744,8,72,-0.0012499438122325485
745,8,73,-0.0527738168382318
746,8,74,0.1622247408562447
747,8,75,0.0017687773109026084
748,8,76,0.08902656006240876
749,8,77,0.015737932662622165
750,8,78,0.0263571762943292
751,8,79,-0.12347689367999284
752,8,80,0.04820912206933181
753,8,81,0.15189071121672246
754,8,82,0.20083798087015772
755,8,83,0.11095148607939662
756,9,0,-0.2220259707288879
757,9,1,-0.007528030290226129
758,9,2,-0.29841690229816753
759,9,3,-0.05074945146574595
760,9,4,0.15832480534198887
761,9,5,-0.06835903141076426
762,9,6,0.05897116162688799
763,9,7,-0.24000744782539818
764,9,8,0.032722564199714005
765,9,9,0.13328399324531973
766,9,10,-0.5821742027894597
767,9,11,-0.09213787408355839
768,9,12,-0.2742926028327102
769,9,13,-0.39760748509324767
770,9,14,-0.4786128516159402
771,9,15,0.025725391084556532
772,9,16,-0.027739845657939122
773,9,17,-0.30201264956686874
774,9,18,-0.1632539006697129
775,9,19,-0.42693473577903474
776,9,20,-0.37092792682316034
777,9,21,0.3993035579794476
778,9,22,-0.002023999113683156
779,9,23,0.13392265413258952
780,9,24,0.11637187330492538
781,9,25,0.13945026951766853
782,9,26,0.13295746618843313
783,9,27,-0.21246523241913415
784,9,28,-0.05361325673548569
785,9,29,0.19183719169190222
786,9,30,0.13716091691834625
787,9,31,0.07479504366987044
788,9,32,-0.49190899484993256
789,9,33,-0.0463554768874735
790,9,34,-0.12094143606853569
791,9,35,0.8379297841057172
792,9,36,-0.1626521245520973
793,9,37,-0.2982507610151758
794,9,38,-0.3665797759812096
795,9,39,-0.23634893106309743
796,9,40,0.11848915419741318
797,9,41,0.5224353700918062
798,9,42,0.27295733723359816
799,9,43,-0.15786143172956701
800,9,44,-0.11721167028458833
801,9,45,0.03242758583043319
802,9,46,0.4323536858130326
803,9,47,-0.4215098864304034
804,9,48,-0.080008105400314
805,9,49,0.07516787667529343
806,9,50,0.2560429667823737
807,9,51,-0.34605992522966905
808,9,52,-0.06726378418520584
809,9,53,0.7106129855534125
810,9,54,0.42175363758880435
811,9,55,0.45217808464120307
812,9,56,0.13996173492408842
813,9,57,0.2896462650480199
814,9,58,0.023827447152529928
815,9,59,-0.30518834971497527
816,9,60,-0.6437615331928412
817,9,61,0.11454083083083147
818,9,62,-0.07393704164887349
819,9,63,-0.1747194613784167
820,9,64,-0.17077661550843062
821,9,65,-0.16327986903847586
822,9,66,0.02806200046463334
823,9,67,0.28605634024619314
824,9,68,-0.2275926278704605
825,9,69,-0.28046329420243327
826,9,70,-0.3021845143747872
827,9,71,-0.10732129403937621
828,9,72,-0.16047437986716978
829,9,73,-0.18610124092379368
830,9,74,0.2545441691657177
831,9,75,-0.02372405274917098
832,9,76,-0.29613171390981124
833,9,77,-0.8000726221176472
834,9,78,-0.39548089639491174
835,9,79,0.05114173916430706
836,9,80,0.002946496807419237
837,9,81,-0.051984544747784155
838,9,82,0.4343986108462158
839,9,83,-0.02932085840909196
840,10,0,0.03221360354382275
841,10,1,0.4003223744082051
842,10,2,-0.08327167276027365
843,10,3,0.6010713408307644
844,10,4,0.5622437444954167
845,10,5,-0.1762787950503219
846,10,6,0.12746742402787573
847,10,7,-0.2002714968851919
848,10,8,-0.35092854662124506
849,10,9,0.19365618895585116
850,10,10,-0.10870417925322767
851,10,11,0.2814186911332874
852,10,12,-0.23957863760877435
853,10,13,-0.09187422771544704
854,10,14,0.011340029402615637
855,10,15,-0.10923404684927249
856,10,16,0.7453745494357071
857,10,17,-0.002602843993643602
858,10,18,-0.4157272193006772
859,10,19,0.1384499331130736
860,10,20,-0.42816049217324037
861,10,21,-0.7317018579269058
862,10,22,-0.32353195791138256
863,10,23,0.09854724969180158
864,10,24,-0.03661120672561813
865,10,25,-0.2064066312929634
866,10,26,-0.2639602842810622
867,10,27,0.10566812014707873
868,10,28,0.2137070125230549
869,10,29,-0.5254318569450388
870,10,30,0.020019210107771367
871,10,31,0.06973724800453515
872,10,32,-0.720571436136464
873,10,33,0.11949286553998717
874,10,34,0.4101652709391782
875,10,35,0.3306175794467841
876,10,36,0.05371659494867617
877,10,37,0.19066267921935598
878,10,38,0.7367249732786255
879,10,39,-0.376742255608831
880,10,40,0.003006183465334853
881,10,41,-0.333189609260187
882,10,42,0.7263103173396683
883,10,43,0.27678046747707546
884,10,44,0.1237236537165877
885,10,45,0.6570592950894222
886,10,46,0.039541788078833684
887,10,47,-0.08332778065854966
888,10,48,0.311529968850722
889,10,49,0.1991620295181146
890,10,50,-0.11285682261284452
891,10,51,-0.20325390695148235
892,10,52,-0.5674657240865862
893,10,53,-0.6059964621518035
894,10,54,0.7047769173832112
895,10,55,-0.23219497740087236
896,10,56,0.174445925565673
897,10,57,-0.16691136077293905
898,10,58,-0.26716149667983163
899,10,59,0.6917318816876181
900,10,60,0.37216922699845634
901,10,61,0.8477009375197446
