,sample_id,drug_id,log_synth_published_auc_mean
147,1,47,-0.8429096877573212
148,1,48,0.005097161297351438
149,1,49,-1.882257097231387
150,1,50,-0.5742009018556774
151,1,51,-3.8627784144450907
152,1,52,-1.8593115415226056
153,1,53,-1.6251977653849186
154,1,54,-1.1460598391351793
155,1,55,3.266471644637725
156,1,56,0.9972308569443964
157,1,57,-0.6534047269863029
158,1,58,-0.9793622693629168
159,1,59,0.5835382407307709
160,1,60,1.9383992047226852
161,1,61,-1.206275378335806
162,1,62,-0.19935484836311368
163,1,63,-0.40497798103749644
164,1,64,0.33167708791239225
165,1,65,2.209004250663345
166,1,66,-2.4478123810412673
167,1,67,1.579357651331984
168,1,68,1.7381617970660768
169,1,69,-2.1421596507219482
170,1,70,-3.4284551139462898
171,1,71,1.822612264458027
172,1,72,-1.2991625152354604
173,1,73,-0.08095810541449153
174,1,74,1.3226066693283582
175,1,75,0.532546555525911
176,1,76,-1.699522860589403
177,1,77,-1.4126612262376936
178,1,78,-2.2877813234941202
179,1,79,0.5683767452182872
180,1,80,-0.08705933148357381
181,1,81,-2.556161353754688
182,1,82,-1.2864801362165106
183,1,83,1.3931772753538534
184,1,84,-0.08991947970717029
185,1,85,0.10364989301879401
186,1,86,2.48064758544557
187,1,87,2.524391307896343
188,1,88,1.6290177616559973
189,1,89,0.5129433344019236
190,1,90,-0.005111508874209469
191,1,91,-0.8511854110148454
192,1,92,-1.53969762288889
193,1,93,1.6047426636923885
194,1,94,-1.7780166731127967
195,1,95,2.8765652812818647
196,1,96,-1.1006195092233566
197,1,97,2.0276014539087717
198,1,98,-0.9295835108911018
199,1,99,0.6340215537793396
200,2,0,0.12240695844957794
201,2,1,5.0738828950440045
202,2,2,0.034151757799687266
203,2,3,-5.018573928338647
204,2,4,0.654127583250789
205,2,5,3.228029079684526
206,2,6,11.810775270872458
207,2,7,-2.2895362605573117
208,2,8,1.1075388031108653
209,2,9,4.475660343304121
210,2,10,0.5206607600160162
211,2,11,-4.472320870576753
212,2,12,-0.16566867717554223
213,2,13,-7.409604278272475
214,2,14,3.6322953472462247
215,2,15,3.23735080663317
216,2,16,2.822020394940104
217,2,17,-4.455982979488417
218,2,18,-0.07978739675951063
219,2,19,0.9780351081951741
220,2,20,-2.641053403547672
221,2,21,-2.6588314629322234
222,2,22,2.211342821838361
223,2,23,-2.856429390357642
224,2,24,7.34337136602149
225,2,25,-0.9260413156459006
226,2,26,0.1703458847041106
227,2,27,-5.017710519470096
228,2,28,-2.53020695327968
229,2,29,3.183798849639924
230,2,30,-4.954138871259632
231,2,31,7.170202877171562
232,2,32,2.3823472047644043
233,2,33,0.934668249390433
234,2,34,2.4029627404634573
235,2,35,-11.681089060939213
236,2,36,7.203959928708723
237,2,37,-2.384580411713358
238,2,38,-4.937950574181316
239,2,39,-1.0428586377587585
240,2,40,-6.008675451126913
241,2,41,9.560959492848742
242,2,42,1.4351659129202372
243,2,43,-3.791823292398383
244,2,44,2.132248404953606
245,2,45,1.8421840675786154
246,2,46,-2.5674864233231625
247,2,47,3.1868042112246195
248,2,48,0.8518690008522094
249,2,49,-1.6526887516948123
250,2,50,3.359180607288894
251,2,51,5.8409570206490855
252,2,52,-2.892526724143906
253,2,53,4.944819541970129
254,2,54,4.7218872931516875
255,2,55,1.9428252319474755
256,2,56,-1.7283249664047902
257,2,57,-1.1237220120313212
258,2,58,-2.768164974540197
259,2,59,7.645928078463939
260,2,60,-2.9989602201209973
261,2,61,3.680486816547771
262,2,62,1.2149460462878492
263,2,63,-4.199840794150435
264,2,64,-2.5857834437581886
265,2,65,-3.8133526286663444
266,2,66,4.044999205350224
267,2,67,-3.1910164104379724
268,2,68,0.16994407674803524
269,2,69,-2.985944769143086
270,2,70,-2.471020825981117
271,2,71,0.404275758491045
272,2,72,-3.16389265461233
273,2,73,-4.448312863721982
274,2,74,-2.2125666744038197
275,2,75,-3.554985607439637
276,2,76,0.08716109654725512
277,2,77,-3.433189142830367
278,2,78,0.14024034923131445
279,2,79,-4.470402924370195
280,2,80,7.534605790187049
281,2,81,-4.485112012952692
282,2,82,0.5189907398876412
283,2,83,-5.478507632947768
284,2,84,-2.9355258487644518
285,2,85,-1.9293976832063815
286,2,86,3.7080130659171884
287,2,87,-2.668570908181918
288,2,88,-5.868737865159071
289,2,89,-7.896614749268138
290,2,90,-5.907300341443813
291,2,91,6.5520858671956725
292,2,92,0.7832487850207597
293,2,93,3.152041294521333
294,2,94,7.023358385144155
295,2,95,-3.370555881887964
296,2,96,5.5841495186527474
297,2,97,-2.713472177951201
298,2,98,0.7946083014381996
299,2,99,-0.3070006341685506
300,3,0,0.7278795177012393
301,3,1,-2.4383340699085974
302,3,2,3.265658335589052
303,3,3,0.6383912984230492
304,3,4,4.189202874777262
305,3,5,-3.6126035515019574
306,3,6,-4.711002012246331
307,3,7,-2.731462503195198
308,3,8,-4.34007327532715
309,3,9,-4.792939464623565
310,3,10,-2.8736570527078396
311,3,11,-2.8658106063262947
312,3,12,5.410564731959736
313,3,13,4.076909108920315
314,3,14,-2.6764268012817602
315,3,15,0.3337966536263042
316,3,16,-3.9830324421994936
317,3,17,-1.5682486389422783
318,3,18,-3.0595131245695484
319,3,19,-4.118110270168825
320,3,20,4.487890140696393
321,3,21,0.29753537907297434
322,3,22,-0.06389797356192345
323,3,23,-1.9874081075717962
324,3,24,-7.11412362000456
325,3,25,1.2594933841600622
326,3,26,2.1030395236465167
327,3,27,2.0684379037579244
328,3,28,-0.3929615003193039
329,3,29,1.1456899728728736
330,3,30,-0.6419421321383457
331,3,31,-1.6897293269359894
332,3,32,-2.6525036042910197
333,3,33,1.009067090842715
334,3,34,-0.8444439344918132
335,3,35,-0.41115520287051194
336,3,36,0.24975453138294967
337,3,37,-1.9887349122329672
338,3,38,2.9646662609900267
339,3,39,5.425445193332761
340,3,40,0.8968081753577278
341,3,41,-7.42219035466246
342,3,42,2.750417097596219
343,3,43,-1.7746784057553737
344,3,44,-2.9805795134471533
345,3,45,-0.18472673753909685
346,3,46,-3.4628117649104957
347,3,47,-4.2891882143613955
348,3,48,-0.15659583924669085
349,3,49,0.6644734194593082
350,3,50,2.7531133592446446
351,3,51,-2.9692721166594094
352,3,52,-2.864543804090853
353,3,53,-2.439076455789438
354,3,54,0.6964861407253463
355,3,55,2.5252920007063393
356,3,56,-2.0485606041038356
357,3,57,1.832537255041762
358,3,58,3.4150102888611906
359,3,59,-0.898962686023102
360,3,60,2.5450629873166974
361,3,61,-2.1780732308906137
362,3,62,-5.263891134889426
363,3,63,2.074084227604857
364,3,64,-3.356617905961252
365,3,65,-5.136035545792813
366,3,66,3.4782130798016935
367,3,67,-2.605057640832662
368,3,68,-0.11552575847147889
369,3,69,-2.090804160670154
370,3,70,3.3514952721908884
371,3,71,-4.399086355354742
372,3,72,2.8022264835021833
373,3,73,-0.9645176226480509
374,3,74,-2.793847913266416
375,3,75,1.252717109931453
376,3,76,-1.2086184629344896
377,3,77,2.3766914978050826
378,3,78,6.168454344057381
379,3,79,1.3313470098112443
380,3,80,-3.515827081930599
381,3,81,7.120511841350159
382,3,82,5.578485119507334
383,3,83,-3.7446846859359644
384,3,84,-0.08029868483079194
385,3,85,0.8560040492133059
386,3,86,2.706952133392265
387,3,87,1.038058183634837
388,3,88,2.3546128685776133
389,3,89,0.33624680936978457
390,3,90,-1.6696826930723478
391,3,91,-2.5955296552199
392,3,92,-1.1871062474395915
393,3,93,-3.2120956508826657
394,3,94,4.458741862171617
395,3,95,0.5162147973947274
396,3,96,0.023928726171015272
397,3,97,-0.11054863052816633
398,3,98,-0.8483954573544904
399,3,99,-0.8386319588731561
400,4,0,-1.8653321048671065
401,4,1,-2.939981642876605
402,4,2,-5.304209449964419
403,4,3,-0.46300043931855706
404,4,4,-3.6829650294376863
405,4,5,6.687843321199254
406,4,6,-2.428130705554263
407,4,7,-0.8997085531946144
408,4,8,-0.6276368150607232
409,4,9,0.17909626379919574
410,4,10,-1.290773061464609
411,4,11,2.7710722983827702
412,4,12,-1.5893392461344982
413,4,13,-2.188953183962255
414,4,14,-1.8617110443888265
415,4,15,1.9177732546563617
416,4,16,-2.7743198378816727
417,4,17,-0.39058986577268906
418,4,18,6.315317078182658
419,4,19,-0.4515240628265193
420,4,20,-5.205054968068678
421,4,21,2.3497563277713587
422,4,22,-5.9248016137540045
423,4,23,2.8986445167611627
424,4,24,-2.5842106460486414
425,4,25,-3.3931915848812335
426,4,26,2.7343403586837667
427,4,27,0.018447163337278694
428,4,28,-1.7069465741943777
429,4,29,-4.9658358707030965
430,4,30,6.788282651825533
431,4,31,0.08195509741243101
432,4,32,-1.2247224114144788
433,4,33,0.9569671259247858
434,4,34,5.396642632414262
435,4,35,4.830583194251708
436,4,36,-2.1529503715326044
437,4,37,0.8422610100343775
438,4,38,-0.06493877163506123
439,4,39,1.955943611325047
440,4,40,3.731645160368113
441,4,41,-0.6304986744441228
442,4,42,-1.803650070584946
443,4,43,3.800874897905521
444,4,44,0.7005259777121334
445,4,45,-1.334724624167999
446,4,46,2.1186204725847086
447,4,47,0.5681625372658798
448,4,48,1.4596058625652402
449,4,49,5.4316217670522455
450,4,50,5.68063068044997
451,4,51,4.004474496397161
452,4,52,6.451227051245336
453,4,53,-4.679724432954712
454,4,54,-5.3751793500558565
455,4,55,-2.080621544704095
456,4,56,-2.1828190417399647
457,4,57,1.2981775802636537
458,4,58,0.490787632066883
459,4,59,0.6915678595965719
460,4,60,1.5984893327414298
461,4,61,-1.9063984678863979
462,4,62,4.182066557543332
463,4,63,-1.1266701801660877
464,4,64,3.416649916711222
465,4,65,2.2797567984330054
466,4,66,-3.4606810514559134
467,4,67,0.004167633423821981
468,4,68,-3.306902705367349
469,4,69,5.114021243767806
470,4,70,1.5799446651050046
471,4,71,7.276899253545771
472,4,72,3.1232858117583877
473,4,73,2.1477182482273887
474,4,74,-2.6198091828789947
475,4,75,-4.53042496375762
476,4,76,2.0584194245813494
477,4,77,3.049309698679269
478,4,78,-0.18873497625818603
479,4,79,0.49182757594066173
480,4,80,-4.831246002667269
481,4,81,1.9820719235527027
482,4,82,-0.5450687699650472
483,4,83,-0.5971005632384642
484,4,84,0.2781972119154117
485,4,85,2.215331926551963
486,4,86,-3.483941609445518
487,4,87,0.12922155174397698
488,4,88,-2.122562651882004
489,4,89,1.5256261143007674
490,4,90,3.6730483633063225
491,4,91,-4.433379626248069
492,4,92,6.327197411500559
493,4,93,-1.7721275043447593
494,4,94,1.794959004255574
495,4,95,1.701897525383464
496,4,96,-1.7607348192487435
497,4,97,4.010046618030573
498,4,98,0.4322783518254526
499,4,99,0.10317414759375432
500,5,0,-1.2669786594447727
501,5,1,-1.1295774377179137
502,5,2,-3.5626793893597544
503,5,3,0.07018979557271687
504,5,4,-3.6590885081690208
505,5,5,0.37209076067523306
506,5,6,1.9750365533772132
507,5,7,3.8444641964438557
508,5,8,2.6671555305353163
509,5,9,1.5812400047475725
510,5,10,1.2066926053066918
511,5,11,1.3692153573444525
512,5,12,1.4850882435482786
513,5,13,-3.8896726934968697
514,5,14,1.4931724571451392
515,5,15,2.0705273134192144
516,5,16,0.30795384180257435
517,5,17,1.8150749953727994
518,5,18,2.158663617056775
519,5,19,0.29308632730849804
520,5,20,-0.30091733077298743
521,5,21,1.2368677805816155
522,5,22,-2.7835958028605376
523,5,23,4.232735602879874
524,5,24,3.3135145750032797
525,5,25,-1.8742699836599706
526,5,26,-2.6071665088982634
527,5,27,-1.4181370964447608
528,5,28,0.5696329672630936
529,5,29,-3.1911324016391447
530,5,30,1.182630281337882
531,5,31,-0.3524246193455326
532,5,32,-0.9557483880354425
533,5,33,-2.111372118349156
534,5,34,2.2086680889985097
535,5,35,2.830391123589714
536,5,36,-5.337227434454299
537,5,37,-1.5733844862098298
538,5,38,-0.23084888377871257
539,5,39,-3.731806073001124
540,5,40,3.144297817842325
541,5,41,-0.3076209557859807
542,5,42,-3.5948986858106697
543,5,43,0.15514149617966833
544,5,44,4.098182956274153
545,5,45,0.9596848956507852
546,5,46,2.2326200951687962
547,5,47,-0.15643830866761632
548,5,48,-2.6046665627325427
549,5,49,1.2007597166465216
550,5,50,1.6105882474799114
551,5,51,-2.9009727118479
552,5,52,2.561853205379972
553,5,53,-1.3681566874637328
554,5,54,-1.9022248353066615
555,5,55,-0.4448072772203382
556,5,56,0.3538931057499012
557,5,57,-0.839974067907463
558,5,58,-1.9099105990681875
559,5,59,-3.1390988661927657
560,5,60,-0.9419424690595523
561,5,61,1.2568525302906373
562,5,62,1.6838464684353214
563,5,63,0.22367097279230702
564,5,64,0.6693930170865594
565,5,65,3.439194158256322
566,5,66,-2.044504382923524
567,5,67,1.687150700728394
568,5,68,-0.5275376782526137
569,5,69,0.359249868005147
570,5,70,-0.9939781934765403
571,5,71,2.7235919652491645
572,5,72,0.3074528280824347
573,5,73,0.5860151238044625
574,5,74,1.4921983848549174
575,5,75,1.794945375756732
576,5,76,1.1645481828369368
577,5,77,0.8628105564490625
578,5,78,-1.7346646658475133
579,5,79,1.386904123945348
580,5,80,-0.912515525060223
581,5,81,-1.3137266333958646
582,5,82,-1.7259560414005897
583,5,83,1.81125088269774
584,5,84,-0.5028383306552863
585,5,85,-1.9558906143433525
586,5,86,-3.082604422795806
587,5,87,1.317217175897819
588,5,88,0.27025949263265614
589,5,89,4.05614506843169
590,5,90,1.1447526475631427
591,5,91,-3.2732786772826796
592,5,92,1.040237451644782
593,5,93,0.8998670255316487
594,5,94,-2.7720596413059533
595,5,95,0.20005006864548325
596,5,96,-1.3173300141963897
597,5,97,3.4141880023330016
598,5,98,-0.30193033007824865
599,5,99,-0.12595104325507359
600,6,0,-1.8284286438919974
601,6,1,-0.8648877540518918
602,6,2,-1.1914314846994931
603,6,3,4.512815018012472
604,6,4,0.7057925490427678
605,6,5,-2.1452173487699815
606,6,6,-11.367499418227073
607,6,7,-0.5643459153936676
608,6,8,-1.5802746642225538
609,6,9,-1.9058593983814636
610,6,10,-5.633872965664252
611,6,11,0.7244159710325354
612,6,12,-0.496072277581763
613,6,13,3.8245241995305412
614,6,14,-2.005903394732892
615,6,15,-3.591601915350542
616,6,16,-4.054719822108754
617,6,17,1.1572935632503423
618,6,18,0.0012471801263125304
619,6,19,0.01672090603714871
620,6,20,-2.0087538683873163
621,6,21,1.2457488716105531
622,6,22,-9.086080316370445
623,6,23,-1.3265503351097132
624,6,24,-5.444627588974382
625,6,25,0.9127841789628861
626,6,26,7.754846198849996
627,6,27,3.1204191264662073
628,6,28,-2.117078258916942
629,6,29,-2.0196819232691947
630,6,30,4.81313444512954
631,6,31,-5.5783412254298055
632,6,32,-5.486111242164162
633,6,33,2.3064413218026583
634,6,34,7.04655537692701
635,6,35,4.913053816155652
636,6,36,-6.130129111925347
637,6,37,2.6125397655162077
638,6,38,4.399875996767085
639,6,39,2.289373613566168
640,6,40,4.553470523323585
641,6,41,-8.162767705997755
642,6,42,0.2659845604212896
643,6,43,3.2446975726795095
644,6,44,-2.4373301954867617
645,6,45,-0.8890608384731762
646,6,46,-2.4416832123213887
647,6,47,-1.7018157996796877
648,6,48,3.972426498016552
649,6,49,5.819590778764316
650,6,50,3.502842823859407
651,6,51,2.484182115773314
652,6,52,4.188694263882977
653,6,53,-2.6280630644474323
654,6,54,-2.52076114258641
655,6,55,-0.8629451752756908
656,6,56,-3.7664518640336047
657,6,57,3.6336369709903207
658,6,58,2.393946013814216
659,6,59,-8.176312015355474
660,6,60,3.621725773019575
661,6,61,-0.31674330930096595
662,6,62,-3.093140386335965
663,6,63,1.9656704717886742
664,6,64,2.4432239506701867
665,6,65,1.9863498769473986
666,6,66,-0.8964881072531847
667,6,67,-0.11187263959818994
668,6,68,-1.8546841633484168
669,6,69,4.02377920873822
670,6,70,1.693722004029337
671,6,71,2.815520598908307
672,6,72,9.478212726050916
673,6,73,3.705089390317722
674,6,74,-4.057874660980374
675,6,75,2.9428487424537586
676,6,76,2.4972939470399007
677,6,77,8.619524697354311
678,6,78,4.3401288886602085
679,6,79,0.6703873555171191
680,6,80,-5.019383281472621
681,6,81,6.810981591262696
682,6,82,0.9851108869027158
683,6,83,-4.56873672156012
684,6,84,5.635479838537992
685,6,85,4.323269743155857
686,6,86,-4.308493989984038
687,6,87,-2.058540183964509
688,6,88,-1.4226494063094297
689,6,89,7.558996639164094
690,6,90,1.3137275581306342
691,6,91,-7.802915382256295
692,6,92,0.5988682432053131
693,6,93,-5.370619468971034
694,6,94,-2.966140644046326
695,6,95,2.166553099015795
696,6,96,-4.196468958466876
697,6,97,2.451215613337835
698,6,98,-0.027973191909133915
699,6,99,-1.691000613662637
700,7,0,-1.5342322678997642
701,7,1,4.599179999725881
702,7,2,-0.31573811668795926
703,7,3,0.9121079169337034
704,7,4,1.8296021105252294
705,7,5,-2.281652491109239
706,7,6,2.745202077025083
707,7,7,0.8290454547059294
708,7,8,3.3103635391950452
709,7,9,2.8391478439637217
710,7,10,-1.0702765130838179
711,7,11,-1.498359723132059
712,7,12,-2.0749123770689306
713,7,13,3.9120244661370283
714,7,14,-0.9855749577753801
715,7,15,-0.1360266726586432
716,7,16,3.4796267266581955
717,7,17,4.609966038783217
718,7,18,-3.1721790103814054
719,7,19,0.06576158996138573
720,7,20,1.1697407290999446
721,7,21,-4.122793957623323
722,7,22,0.9335956900331063
723,7,23,-5.350512253338833
724,7,24,4.232664318810258
725,7,25,3.34032160734774
726,7,26,-0.42340612567269775
727,7,27,-4.469903217109016
728,7,28,-0.01971296243401932
729,7,29,2.520863453331741
730,7,30,0.017899650686461488
731,7,31,2.3702525812863358
732,7,32,3.836731745639509
733,7,33,-0.043071530916263256
734,7,34,0.53018332542984
735,7,35,-3.745606649629635
736,7,36,2.2238977416987677
737,7,37,-1.3708878256082149
738,7,38,-0.525738710710925
739,7,39,1.0520584424921702
740,7,40,-3.0135419256767797
741,7,41,-0.13581181397993713
742,7,42,4.029301442775465
743,7,43,-1.9271516474456274
744,7,44,-2.876088540405334
745,7,45,-0.10176003117765298
746,7,46,-0.21258631959394647
747,7,47,2.230039546851109
748,7,48,6.774390146554348
749,7,49,-3.3541633515504823
750,7,50,-2.5083684875020165
751,7,51,0.9350441447529795
752,7,52,-5.138475831145553
753,7,53,6.233455632702169
754,7,54,4.3022884181799155
755,7,55,2.287578186427602
756,7,56,-1.1566012015542313
757,7,57,1.7039887703447767
758,7,58,0.317587848535857
759,7,59,-0.9592914835783426
760,7,60,-0.4383194114950857
761,7,61,8.88389946657409
762,7,62,-5.396418254181546
763,7,63,-3.11886109974696
764,7,64,0.5372522469582295
765,7,65,1.776611240987481
766,7,66,4.896680171950306
767,7,67,-0.1121450261121053
768,7,68,0.3744089333234873
769,7,69,-3.2062087001247566
770,7,70,-4.032585572106632
771,7,71,1.9417019001418083
772,7,72,0.6477246566303525
773,7,73,-3.9618009625582076
774,7,74,1.4447261840715064
775,7,75,5.313233133626636
776,7,76,-3.237917163932305
777,7,77,-4.696546588816245
778,7,78,-2.63515155805585
779,7,79,-1.9080360712612883
780,7,80,6.099061816819997
781,7,81,-5.19987532337722
782,7,82,-4.048458387943707
783,7,83,-3.652710988686854
784,7,84,2.8659208287549207
785,7,85,0.26593082629243137
786,7,86,2.708688435853351
787,7,87,-4.647214152019698
788,7,88,-1.3507644296157566
789,7,89,-6.141969737908989
790,7,90,-8.058183438584605
791,7,91,3.6095816843411086
792,7,92,-3.538321761900157
793,7,93,-3.4821392890832286
794,7,94,-0.5573861502631339
795,7,95,-2.7640524035867333
796,7,96,0.5601596586311949
797,7,97,-5.096391899198334
798,7,98,-0.09003079234134831
799,7,99,3.855092225482248
800,8,0,2.4600893672620745
801,8,1,-1.5001075043924708
802,8,2,2.256481001478014
803,8,3,-1.322672976642023
804,8,4,-0.17792897864810175
805,8,5,-2.552463328734787
806,8,6,-0.21958679208279364
807,8,7,-1.1282509182379097
808,8,8,-1.1684407454631218
809,8,9,-1.157096713699816
810,8,10,3.338777783302693
811,8,11,-1.18285245805239
812,8,12,2.7223441519967992
813,8,13,-5.876620702014594
814,8,14,0.559538710542663
815,8,15,-1.239488032827467
816,8,16,0.361136150012329
817,8,17,-2.1104290358657205
818,8,18,-1.3270904634440097
819,8,19,0.005924397748086563
820,8,20,1.4459340471423754
821,8,21,2.672286926797956
822,8,22,5.0267401486963985
823,8,23,1.4886742032814744
824,8,24,-1.056943922539973
825,8,25,-2.831216034788016
826,8,26,-1.1715098187162043
827,8,27,4.216197570529509
828,8,28,-2.68970638300995
829,8,29,-0.18889039769314375
830,8,30,-4.177995774619846
831,8,31,-0.9209680632640614
832,8,32,-1.8092610397934348
833,8,33,0.0460669038371293
834,8,34,-3.1079897817637163
835,8,35,-2.1608913266818246
836,8,36,0.3723449121826312
837,8,37,1.198440702151946
838,8,38,-0.34171976608196886
839,8,39,-1.4044707110215429
840,8,40,1.6684567765157479
841,8,41,0.6582913192582405
842,8,42,-2.9805631628643727
843,8,43,-0.7132256775156116
844,8,44,0.8339936013468955
845,8,45,2.726279866057924
846,8,46,-2.4898813191234854
847,8,47,-2.3990905474762485
848,8,48,-6.786424238013499
849,8,49,-0.07628559112597832
850,8,50,-0.94082004221651
851,8,51,-1.951166535858041
852,8,52,1.1402057830100636
853,8,53,-4.765261489391662
854,8,54,0.8386150901818217
855,8,55,0.5763434608397252
856,8,56,-0.5064079741792296
857,8,57,-3.1583630996196277
858,8,58,-0.08272580474046931
859,8,59,1.159178557568059
860,8,60,-0.2741899992382406
861,8,61,-4.5274489605269705
862,8,62,1.8898354810819609
863,8,63,1.5685815345857377
864,8,64,-2.834813953923598
865,8,65,-3.5972045118120395
866,8,66,-1.909410156638078
867,8,67,0.5850100555927147
868,8,68,2.2650922231769686
869,8,69,0.3377611544872696
870,8,70,1.00438720058828
871,8,71,-6.768189152439831
872,8,72,-1.4562487873253884
873,8,73,0.3487021181752147
874,8,74,-0.4148473934019067
875,8,75,-1.3416780880783779
876,8,76,2.9225356773484252
877,8,77,3.2932631968659596
878,8,78,2.1754230685435507
879,8,79,1.3512232543715128
880,8,80,-2.1213373797000505
881,8,81,2.6155767274601627
882,8,82,5.298279697390528
883,8,83,2.648008155045148
884,8,84,-2.6753700984031097
885,8,85,-1.4331933764663034
886,8,86,0.8888856494500535
887,8,87,3.3222303400088875
888,8,88,1.38716972933431
889,8,89,5.621092786989966
890,8,90,5.50520718771763
891,8,91,0.821141611039389
892,8,92,-0.06599613372991786
893,8,93,2.2727431753151413
894,8,94,0.1203130126045987
895,8,95,0.10158193868599996
896,8,96,2.3206741296225615
897,8,97,1.1374122093770915
898,8,98,-0.1383294209440199
899,8,99,-3.171429143245084
900,9,0,3.544147817863094
901,9,1,7.102625555949342
902,9,2,1.002358657694761
903,9,3,1.1630248361916184
904,9,4,-1.0013063602313863
905,9,5,-6.549963829557804
906,9,6,-4.020980300828313
907,9,7,-2.673285327227085
908,9,8,0.3821451957464851
909,9,9,-1.3251029946068964
910,9,10,1.0100820683969092
911,9,11,-2.676376670435244
912,9,12,1.8356237790079106
913,9,13,-2.3165146650033295
914,9,14,1.7378618301241835
915,9,15,-3.861679912358808
916,9,16,2.957166066794173
917,9,17,0.8685354711354015
918,9,18,1.6531021078978085
919,9,19,-0.5429947163992299
920,9,20,-0.8081154584375235
921,9,21,-1.0561810131270157
922,9,22,-1.9279464260755208
